Date,Altas nuevos usuarios activos ab. anual sin ttp,Altas nuevos usuarios activos ab. anual con ttp,Altas nuevos usuarios activos ab. anual total,,Usuarios activos ab. anual sin ttp acumulado desde inicio,Usuarios activos ab. anual con ttp acumulado desde inicio,Usuarios activos ab. anual total acumulado desde inicio,,,,,,,,,,,,
1/2/2020,-7,-28,-35,,"23,007","39,165","62,172",,,,,,,,,,,,
1/3/2020,-8,12,4,,"22,999","39,177","62,176",,,,,,,,,,,,
1/4/2020,3,32,35,,"23,002","39,209","62,211",,,,,,,,,,,,
1/5/2020,4,33,37,,"23,006","39,242","62,248",,,,,,,,,,,,
1/6/2020,21,23,44,,"23,027","39,265","62,292",,,,,,,,,,,,
1/7/2020,-18,-23,-41,,"23,009","39,242","62,251",,,,,,,,,,,,
1/8/2020,8,7,15,,"23,017","39,249","62,266",,,,,,,,,,,,
1/9/2020,11,3,14,,"23,028","39,252","62,280",,,,,,,,,,,,
1/10/2020,11,-1,10,,"23,039","39,251","62,290",,,,,,,,,,,,
1/11/2020,15,32,47,,"23,054","39,283","62,337",,,,,,,,,,,,
1/12/2020,12,39,51,,"23,066","39,322","62,388",,,,,,,,,,,,
1/13/2020,-16,26,10,,"23,050","39,348","62,398",,,,,,,,,,,,
1/14/2020,-9,-63,-72,,"23,041","39,285","62,326",,,,,,,,,,,,
1/15/2020,-14,-26,-40,,"23,027","39,259","62,286",,,,,,,,,,,,
1/16/2020,2,22,24,,"23,029","39,281","62,310",,,,,,,,,,,,
1/17/2020,-18,-20,-38,,"23,011","39,261","62,272",,,,,,,,,,,,
1/18/2020,8,-29,-21,,"23,019","39,232","62,251",,,,,,,,,,,,
1/19/2020,5,-31,-26,,"23,024","39,201","62,225",,,,,,,,,,,,
1/20/2020,-9,2,-7,,"23,015","39,203","62,218",,,,,,,,,,,,
1/21/2020,-2,-10,-12,,"23,013","39,193","62,206",,,,,,,,,,,,
1/22/2020,-8,2,-6,,"23,005","39,195","62,200",,,,,,,,,,,,
1/23/2020,-33,-20,-53,,"22,972","39,175","62,147",,,,,,,,,,,,
1/24/2020,9,-43,-34,,"22,981","39,132","62,113",,,,,,,,,,,,
1/25/2020,2,7,9,,"22,983","39,139","62,122",,,,,,,,,,,,
1/26/2020,13,15,28,,"22,996","39,154","62,150",,,,,,,,,,,,
1/27/2020,-2,-9,-11,,"22,994","39,145","62,139",,,,,,,,,,,,
1/28/2020,3,-32,-29,,"22,997","39,113","62,110",,,,,,,,,,,,
1/29/2020,2,-10,-8,,"22,999","39,103","62,102",,,,,,,,,,,,
1/30/2020,-11,-32,-43,,"22,988","39,071","62,059",,,,,,,,,,,,
1/31/2020,0,11,11,,"22,988","39,082","62,070",,,,,,,,,,,,
2/1/2020,16,43,59,,"23,004","39,125","62,129",,,,,,,,,,,,
2/2/2020,10,36,46,,"23,014","39,161","62,175",,,,,,,,,,,,
2/3/2020,13,13,26,,"23,027","39,174","62,201",,,,,,,,,,,,
2/4/2020,-2,-3,-5,,"23,025","39,171","62,196",,,,,,,,,,,,
2/5/2020,-17,25,8,,"23,008","39,196","62,204",,,,,,,,,,,,
2/6/2020,-15,26,11,,"22,993","39,222","62,215",,,,,,,,,,,,
2/7/2020,-9,-82,-91,,"22,984","39,140","62,124",,,,,,,,,,,,
2/8/2020,12,40,52,,"22,996","39,180","62,176",,,,,,,,,,,,
2/9/2020,18,42,60,,"23,014","39,222","62,236",,,,,,,,,,,,
2/10/2020,-6,20,14,,"23,008","39,242","62,250",,,,,,,,,,,,
2/11/2020,-12,14,2,,"22,996","39,256","62,252",,,,,,,,,,,,
2/12/2020,-8,1,-7,,"22,988","39,257","62,245",,,,,,,,,,,,
2/13/2020,-8,-13,-21,,"22,980","39,244","62,224",,,,,,,,,,,,
2/14/2020,0,4,4,,"22,980","39,248","62,228",,,,,,,,,,,,
2/15/2020,4,46,50,,"22,984","39,294","62,278",,,,,,,,,,,,
2/16/2020,5,47,52,,"22,989","39,341","62,330",,,,,,,,,,,,
2/17/2020,10,7,17,,"22,999","39,348","62,347",,,,,,,,,,,,
2/18/2020,10,-3,7,,"23,009","39,345","62,354",,,,,,,,,,,,
2/19/2020,-7,3,-4,,"23,002","39,348","62,350",,,,,,,,,,,,
2/20/2020,-15,13,-2,,"22,987","39,361","62,348",,,,,,,,,,,,
2/21/2020,1,-30,-29,,"22,988","39,331","62,319",,,,,,,,,,,,
2/22/2020,11,56,67,,"22,999","39,387","62,386",,,,,,,,,,,,
2/23/2020,22,42,64,,"23,021","39,429","62,450",,,,,,,,,,,,
2/24/2020,1,8,9,,"23,022","39,437","62,459",,,,,,,,,,,,
2/25/2020,11,11,22,,"23,033","39,448","62,481",,,,,,,,,,,,
2/26/2020,-8,10,2,,"23,025","39,458","62,483",,,,,,,,,,,,
2/27/2020,-24,-41,-65,,"23,001","39,417","62,418",,,,,,,,,,,,
2/28/2020,1,-1,0,,"23,002","39,416","62,418",,,,,,,,,,,,
2/29/2020,16,32,48,,"23,018","39,448","62,466",,,,,,,,,,,,
3/1/2020,5,39,44,,"23,023","39,487","62,510",,,,,,,,,,,,
3/2/2020,-17,-17,-34,,"23,006","39,470","62,476",,,,,,,,,,,,
3/3/2020,-3,16,13,,"23,003","39,486","62,489",,,,,,,,,,,,
3/4/2020,-14,-19,-33,,"22,989","39,467","62,456",,,,,,,,,,,,
3/5/2020,-43,-108,-151,,"22,946","39,359","62,305",,,,,,,,,,,,
3/6/2020,-8,-2,-10,,"22,938","39,357","62,295",,,,,,,,,,,,
3/7/2020,16,25,41,,"22,954","39,382","62,336",,,,,,,,,,,,
3/8/2020,10,33,43,,"22,964","39,415","62,379",,,,,,,,,,,,
3/9/2020,2,-10,-8,,"22,966","39,405","62,371",,,,,,,,,,,,
3/10/2020,20,18,38,,"22,986","39,423","62,409",,,,,,,,,,,,
3/11/2020,20,10,30,,"23,006","39,433","62,439",,,,,,,,,,,,
3/12/2020,-21,-12,-33,,"22,985","39,421","62,406",,,,,,,,,,,,
3/13/2020,-1,-18,-19,,"22,984","39,403","62,387",,,,,,,,,,,,
3/14/2020,9,32,41,,"22,993","39,435","62,428",,,,,,,,,,,,
3/15/2020,7,-1,6,,"23,000","39,434","62,434",,,,,,,,,,,,
3/16/2020,8,-6,2,,"23,008","39,428","62,436",,,,,,,,,,,,
3/17/2020,6,-3,3,,"23,014","39,425","62,439",,,,,,,,,,,,
3/18/2020,11,-10,1,,"23,025","39,415","62,440",,,,,,,,,,,,
3/19/2020,5,-5,0,,"23,030","39,410","62,440",,,,,,,,,,,,
3/20/2020,3,3,6,,"23,033","39,413","62,446",,,,,,,,,,,,
3/21/2020,9,-8,1,,"23,042","39,405","62,447",,,,,,,,,,,,
3/22/2020,3,-5,-2,,"23,045","39,400","62,445",,,,,,,,,,,,
3/23/2020,5,-1,4,,"23,050","39,399","62,449",,,,,,,,,,,,
3/24/2020,11,-7,4,,"23,061","39,392","62,453",,,,,,,,,,,,
3/25/2020,17,-15,2,,"23,078","39,377","62,455",,,,"Suspendido el servicio desde las 0:00 horas del día 16-03-2020, según decreto 119 de 15 de marzo de 2020 del Delegado del Área de Gobierno de Medio Ambiente y Movilidad por el que se aprueban medidas extraordinarias en relación con el servicio de Bicicleta Pública ""BiciMad"" con motivo del Coronavirus Sars-CoV-2, con prórrogas sucesivas según decretos 125 de 27 de marzo de 2020 y 136 de 8 de abril de 2020.

Se reactiva el servicio desde las 0:00 horas del día 22-04-2020, según decreto 140 de 17 de abril de 2020 del Delegado del Área de Gobierno de Medio Ambiente y Movilidad por el que se dispone la vuelta a la operación del servicio de Bicicleta Pública ""BiciMAD""",,,,,,,,
3/26/2020,5,-7,-2,,"23,083","39,370","62,453",,,,,,,,,,,,
3/27/2020,-9,-9,-18,,"23,074","39,361","62,435",,,,,,,,,,,,
3/28/2020,1,5,6,,"23,075","39,366","62,441",,,,,,,,,,,,
3/29/2020,0,5,5,,"23,075","39,371","62,446",,,,,,,,,,,,
3/30/2020,-1,1,0,,"23,074","39,372","62,446",,,,,,,,,,,,
3/31/2020,-3,3,0,,"23,071","39,375","62,446",,,,,,,,,,,,
4/1/2020,2,4,6,,"23,073","39,379","62,452",,,,,,,,,,,,
4/2/2020,0,-44,-44,,"23,073","39,335","62,408",,,,,,,,,,,,
4/3/2020,-7,-22,-29,,"23,066","39,313","62,379",,,,,,,,,,,,
4/4/2020,2,2,4,,"23,068","39,315","62,383",,,,,,,,,,,,
4/5/2020,2,2,4,,"23,070","39,317","62,387",,,,,,,,,,,,
4/6/2020,-5,1,-4,,"23,065","39,318","62,383",,,,,,,,,,,,
4/7/2020,4,-9,-5,,"23,069","39,309","62,378",,,,,,,,,,,,
4/8/2020,1,-2,-1,,"23,070","39,307","62,377",,,,,,,,,,,,
4/9/2020,1,1,2,,"23,071","39,308","62,379",,,,,,,,,,,,
4/10/2020,-1,-1,-2,,"23,070","39,307","62,377",,,,,,,,,,,,
4/11/2020,-3,9,6,,"23,067","39,316","62,383",,,,,,,,,,,,
4/12/2020,-1,10,9,,"23,066","39,326","62,392",,,,,,,,,,,,
4/13/2020,0,-3,-3,,"23,066","39,323","62,389",,,,,,,,,,,,
4/14/2020,0,0,0,,"23,066","39,323","62,389",,,,,,,,,,,,
4/15/2020,0,8,8,,"23,066","39,331","62,397",,,,,,,,,,,,
4/16/2020,-1,3,2,,"23,065","39,334","62,399",,,,,,,,,,,,
4/17/2020,2,13,15,,"23,067","39,347","62,414",,,,,,,,,,,,
4/18/2020,6,4,10,,"23,073","39,351","62,424",,,,,,,,,,,,
4/19/2020,3,11,14,,"23,076","39,362","62,438",,,,,,,,,,,,
4/20/2020,3,7,10,,"23,079","39,369","62,448",,,,,,,,,,,,
4/21/2020,0,18,18,,"23,079","39,387","62,466",,,,,,,,,,,,
4/22/2020,6,41,47,,"23,085","39,428","62,513",,,,,,,,,,,,
4/23/2020,-1,22,21,,"23,084","39,450","62,534",,,,,,,,,,,,
4/24/2020,-3,7,4,,"23,081","39,457","62,538",,,,,,,,,,,,
4/25/2020,-2,9,7,,"23,079","39,466","62,545",,,,,,,,,,,,
4/26/2020,-3,18,15,,"23,076","39,484","62,560",,,,,,,,,,,,
4/27/2020,-1,21,20,,"23,075","39,505","62,580",,,,,,,,,,,,
4/28/2020,-16,-16,-32,,"23,059","39,489","62,548",,,,,,,,,,,,
4/29/2020,14,4,18,,"23,073","39,493","62,566",,,,,,,,,,,,
4/30/2020,-29,-42,-71,,"23,044","39,451","62,495",,,,,,,,,,,,
5/1/2020,35,38,73,,"23,079","39,489","62,568",,,,,,,,,,,,
5/2/2020,66,233,299,,"23,145","39,722","62,867",,,,,,,,,,,,
5/3/2020,101,354,455,,"23,246","40,076","63,322",,,,,,,,,,,,
5/4/2020,101,310,411,,"23,347","40,386","63,733",,,,,,,,,,,,
5/5/2020,99,296,395,,"23,446","40,682","64,128",,,,,,,,,,,,
5/6/2020,91,340,431,,"23,537","41,022","64,559",,,,,,,,,,,,
5/7/2020,95,313,408,,"23,632","41,335","64,967",,,,,,,,,,,,
5/8/2020,98,378,476,,"23,730","41,713","65,443",,,,,,,,,,,,
5/9/2020,184,698,882,,"23,914","42,411","66,325",,,,,,,,,,,,
5/10/2020,175,549,724,,"24,089","42,960","67,049",,,,,,,,,,,,
5/11/2020,59,235,294,,"24,148","43,195","67,343",,,,,,,,,,,,
5/12/2020,-16,38,22,,"24,132","43,233","67,365",,,,,,,,,,,,
5/13/2020,23,101,124,,"24,155","43,334","67,489",,,,,,,,,,,,
5/14/2020,1,95,96,,"24,156","43,429","67,585",,,,,,,,,,,,
5/15/2020,74,239,313,,"24,230","43,668","67,898",,,,,,,,,,,,
5/16/2020,169,451,620,,"24,399","44,119","68,518",,,,,,,,,,,,
5/17/2020,171,510,681,,"24,570","44,629","69,199",,,,,,,,,,,,
5/18/2020,78,312,390,,"24,648","44,941","69,589",,,,,,,,,,,,
5/19/2020,78,294,372,,"24,726","45,235","69,961",,,,,,,,,,,,
5/20/2020,62,311,373,,"24,788","45,546","70,334",,,,,,,,,,,,
5/21/2020,82,289,371,,"24,870","45,835","70,705",,,,,,,,,,,,
5/22/2020,89,325,414,,"24,959","46,160","71,119",,,,,,,,,,,,
5/23/2020,143,533,676,,"25,102","46,693","71,795",,,,,,,,,,,,
5/24/2020,101,439,540,,"25,203","47,132","72,335",,,,,,,,,,,,
5/25/2020,0,137,137,,"25,203","47,269","72,472",,,,,,,,,,,,
5/26/2020,-16,20,4,,"25,187","47,289","72,476",,,,,,,,,,,,
5/27/2020,10,69,79,,"25,197","47,358","72,555",,,,,,,,,,,,
5/28/2020,-58,56,-2,,"25,139","47,414","72,553",,,,,,,,,,,,
5/29/2020,-4,6,2,,"25,135","47,420","72,555",,,,,,,,,,,,
5/30/2020,2,158,160,,"25,137","47,578","72,715",,,,,,,,,,,,
5/31/2020,-8,123,115,,"25,129","47,701","72,830",,,,,,,,,,,,
6/1/2020,-26,29,3,,"25,103","47,730","72,833",,,,,,,,,,,,
6/2/2020,226,-342,-116,,"25,329","47,388","72,717",,,,,,,,,,,,
6/3/2020,26,186,212,,"25,355","47,574","72,929",,,,,,,,,,,,
6/4/2020,32,177,209,,"25,387","47,751","73,138",,,,,,,,,,,,
6/5/2020,12,120,132,,"25,399","47,871","73,270",,,,,,,,,,,,
6/6/2020,72,156,228,,"25,471","48,027","73,498",,,,,,,,,,,,
6/7/2020,38,282,320,,"25,509","48,309","73,818",,,,,,,,,,,,
6/8/2020,29,228,257,,"25,538","48,537","74,075",,,,,,,,,,,,
6/9/2020,20,134,154,,"25,558","48,671","74,229",,,,,,,,,,,,
6/10/2020,22,125,147,,"25,580","48,796","74,376",,,,,,,,,,,,
6/11/2020,25,107,132,,"25,605","48,903","74,508",,,,,,,,,,,,
6/12/2020,4,147,151,,"25,609","49,050","74,659",,,,,,,,,,,,
6/13/2020,28,32,60,,"25,637","49,082","74,719",,,,,,,,,,,,
6/14/2020,65,218,283,,"25,702","49,300","75,002",,,,,,,,,,,,
6/15/2020,29,233,262,,"25,731","49,533","75,264",,,,,,,,,,,,
6/16/2020,38,100,138,,"25,769","49,633","75,402",,,,,,,,,,,,
6/17/2020,16,63,79,,"25,785","49,696","75,481",,,,,,,,,,,,
6/18/2020,-10,90,80,,"25,775","49,786","75,561",,,,,,,,,,,,
6/19/2020,-14,25,11,,"25,761","49,811","75,572",,,,,,,,,,,,
6/20/2020,31,113,144,,"25,792","49,924","75,716",,,,,,,,,,,,
6/21/2020,49,166,215,,"25,841","50,090","75,931",,,,,,,,,,,,
6/22/2020,19,177,196,,"25,860","50,267","76,127",,,,,,,,,,,,
6/23/2020,8,62,70,,"25,868","50,329","76,197",,,,,,,,,,,,
6/24/2020,2,50,52,,"25,870","50,379","76,249",,,,,,,,,,,,
6/25/2020,21,94,115,,"25,891","50,473","76,364",,,,,,,,,,,,
6/26/2020,-26,-35,-61,,"25,865","50,438","76,303",,,,,,,,,,,,
6/27/2020,9,36,45,,"25,874","50,474","76,348",,,,,,,,,,,,
6/28/2020,30,107,137,,"25,904","50,581","76,485",,,,,,,,,,,,
6/29/2020,34,104,138,,"25,938","50,685","76,623",,,,,,,,,,,,
6/30/2020,1,44,45,,"25,939","50,729","76,668",,,,,,,,,,,,
7/1/2020,-10,5,-5,,"25,929","50,734","76,663",,,,,,,,,,,,
7/2/2020,11,50,61,,"25,940","50,784","76,724",,,,,,,,,,,,
7/3/2020,-51,-13,-64,,"25,889","50,771","76,660",,,,,,,,,,,,
7/4/2020,-14,52,38,,"25,875","50,823","76,698",,,,,,,,,,,,
7/5/2020,25,107,132,,"25,900","50,930","76,830",,,,,,,,,,,,
7/6/2020,23,91,114,,"25,923","51,021","76,944",,,,,,,,,,,,
7/7/2020,-31,30,-1,,"25,892","51,051","76,943",,,,,,,,,,,,
7/8/2020,3,33,36,,"25,895","51,084","76,979",,,,,,,,,,,,
7/9/2020,-15,4,-11,,"25,880","51,088","76,968",,,,,,,,,,,,
7/10/2020,-34,-54,-88,,"25,846","51,034","76,880",,,,,,,,,,,,
7/11/2020,-1,20,19,,"25,845","51,054","76,899",,,,,,,,,,,,
7/12/2020,24,55,79,,"25,869","51,109","76,978",,,,,,,,,,,,
7/13/2020,17,79,96,,"25,886","51,188","77,074",,,,,,,,,,,,
7/14/2020,1,19,20,,"25,887","51,207","77,094",,,,,,,,,,,,
7/15/2020,14,46,60,,"25,901","51,253","77,154",,,,,,,,,,,,
7/16/2020,-1,25,24,,"25,900","51,278","77,178",,,,,,,,,,,,
7/17/2020,-36,-71,-107,,"25,864","51,207","77,071",,,,,,,,,,,,
7/18/2020,-4,-2,-6,,"25,860","51,205","77,065",,,,,,,,,,,,
7/19/2020,14,66,80,,"25,874","51,271","77,145",,,,,,,,,,,,
7/20/2020,7,41,48,,"25,881","51,312","77,193",,,,,,,,,,,,
7/21/2020,-3,-2,-5,,"25,878","51,310","77,188",,,,,,,,,,,,
7/22/2020,8,27,35,,"25,886","51,337","77,223",,,,,,,,,,,,
7/23/2020,-12,18,6,,"25,874","51,355","77,229",,,,,,,,,,,,
7/24/2020,-24,-16,-40,,"25,850","51,339","77,189",,,,,,,,,,,,
7/25/2020,-16,-33,-49,,"25,834","51,306","77,140",,,,,,,,,,,,
7/26/2020,12,56,68,,"25,846","51,362","77,208",,,,,,,,,,,,
7/27/2020,20,32,52,,"25,866","51,394","77,260",,,,,,,,,,,,
7/28/2020,-10,0,-10,,"25,856","51,394","77,250",,,,,,,,,,,,
7/29/2020,-11,13,2,,"25,845","51,407","77,252",,,,,,,,,,,,
7/30/2020,-25,-12,-37,,"25,820","51,395","77,215",,,,,,,,,,,,
7/31/2020,-63,-98,-161,,"25,757","51,297","77,054",,,,,,,,,,,,
8/1/2020,-5,20,15,,"25,752","51,317","77,069",,,,,,,,,,,,
8/2/2020,11,59,70,,"25,763","51,376","77,139",,,,,,,,,,,,
8/3/2020,20,61,81,,"25,783","51,437","77,220",,,,,,,,,,,,
8/4/2020,-19,16,-3,,"25,764","51,453","77,217",,,,,,,,,,,,
8/5/2020,-13,17,4,,"25,751","51,470","77,221",,,,,,,,,,,,
8/6/2020,9,17,26,,"25,760","51,487","77,247",,,,,,,,,,,,
8/7/2020,-52,-62,-114,,"25,708","51,425","77,133",,,,,,,,,,,,
8/8/2020,-2,-47,-49,,"25,706","51,378","77,084",,,,,,,,,,,,
8/9/2020,25,19,44,,"25,731","51,397","77,128",,,,,,,,,,,,
8/10/2020,19,25,44,,"25,750","51,422","77,172",,,,,,,,,,,,
8/11/2020,-20,-14,-34,,"25,730","51,408","77,138",,,,,,,,,,,,
8/12/2020,4,-40,-36,,"25,734","51,368","77,102",,,,,,,,,,,,
8/13/2020,-8,-20,-28,,"25,726","51,348","77,074",,,,,,,,,,,,
8/14/2020,-35,-49,-84,,"25,691","51,299","76,990",,,,,,,,,,,,
8/15/2020,-4,-29,-33,,"25,687","51,270","76,957",,,,,,,,,,,,
8/16/2020,50,23,73,,"25,737","51,293","77,030",,,,,,,,,,,,
8/17/2020,29,53,82,,"25,766","51,346","77,112",,,,,,,,,,,,
8/18/2020,4,-17,-13,,"25,770","51,329","77,099",,,,,,,,,,,,
8/19/2020,-6,-32,-38,,"25,764","51,297","77,061",,,,,,,,,,,,
8/20/2020,-12,-9,-21,,"25,752","51,288","77,040",,,,,,,,,,,,
8/21/2020,-43,-45,-88,,"25,709","51,243","76,952",,,,,,,,,,,,
8/22/2020,17,7,24,,"25,726","51,250","76,976",,,,,,,,,,,,
8/23/2020,28,30,58,,"25,754","51,280","77,034",,,,,,,,,,,,
8/24/2020,47,35,82,,"25,801","51,315","77,116",,,,,,,,,,,,
8/25/2020,15,27,42,,"25,816","51,342","77,158",,,,,,,,,,,,
8/26/2020,-25,-39,-64,,"25,791","51,303","77,094",,,,,,,,,,,,
8/27/2020,22,-7,15,,"25,813","51,296","77,109",,,,,,,,,,,,
8/28/2020,-11,-101,-112,,"25,802","51,195","76,997",,,,,,,,,,,,
8/29/2020,101,-10,91,,"25,903","51,185","77,088",,,,,,,,,,,,
8/30/2020,108,13,121,,"26,011","51,198","77,209",,,,,,,,,,,,
8/31/2020,115,29,144,,"26,126","51,227","77,353",,,,,,,,,,,,
9/1/2020,110,21,131,,"26,236","51,248","77,484",,,,,,,,,,,,
9/2/2020,29,22,51,,"26,265","51,270","77,535",,,,,,,,,,,,
9/3/2020,-11,46,35,,"26,254","51,316","77,570",,,,,,,,,,,,
9/4/2020,-74,-113,-187,,"26,180","51,203","77,383",,,,,,,,,,,,
9/5/2020,6,27,33,,"26,186","51,230","77,416",,,,,,,,,,,,
9/6/2020,55,65,120,,"26,241","51,295","77,536",,,,,,,,,,,,
9/7/2020,47,93,140,,"26,288","51,388","77,676",,,,,,,,,,,,
9/8/2020,24,30,54,,"26,312","51,418","77,730",,,,,,,,,,,,
9/9/2020,13,59,72,,"26,325","51,477","77,802",,,,,,,,,,,,
9/10/2020,25,55,80,,"26,350","51,532","77,882",,,,,,,,,,,,
9/11/2020,-92,-48,-140,,"26,258","51,484","77,742",,,,,,,,,,,,
9/12/2020,112,-23,89,,"26,370","51,461","77,831",,,,,,,,,,,,
9/13/2020,55,153,208,,"26,425","51,614","78,039",,,,,,,,,,,,
9/14/2020,1,-2,-1,,"26,426","51,612","78,038",,,,,,,,,,,,
9/15/2020,-22,-18,-40,,"26,404","51,594","77,998",,,,,,,,,,,,
9/16/2020,75,79,154,,"26,479","51,673","78,152",,,,,,,,,,,,
9/17/2020,51,34,85,,"26,530","51,707","78,237",,,,,,,,,,,,
9/18/2020,-21,-65,-86,,"26,509","51,642","78,151",,,,,,,,,,,,
9/19/2020,25,-40,-15,,"26,534","51,602","78,136",,,,,,,,,,,,
9/20/2020,64,-2,62,,"26,598","51,600","78,198",,,,,,,,,,,,
9/21/2020,31,21,52,,"26,629","51,621","78,250",,,,,,,,,,,,
9/22/2020,36,-27,9,,"26,665","51,594","78,259",,,,,,,,,,,,
9/23/2020,-40,-54,-94,,"26,625","51,540","78,165",,,,,,,,,,,,
9/24/2020,-39,-64,-103,,"26,586","51,476","78,062",,,,,,,,,,,,
9/25/2020,31,30,61,,"26,617","51,506","78,123",,,,,,,,,,,,
9/26/2020,44,35,79,,"26,661","51,541","78,202",,,,,,,,,,,,
9/27/2020,44,59,103,,"26,705","51,600","78,305",,,,,,,,,,,,
9/28/2020,35,48,83,,"26,740","51,648","78,388",,,,,,,,,,,,
9/29/2020,45,57,102,,"26,785","51,705","78,490",,,,,,,,,,,,
9/30/2020,36,46,82,,"26,821","51,751","78,572",,,,,,,,,,,,
10/1/2020,20,41,61,,"26,841","51,792","78,633",,,,,,,,,,,,
10/2/2020,18,39,57,,"26,859","51,831","78,690",,,,,,,,,,,,
10/3/2020,34,31,65,,"26,893","51,862","78,755",,,,,,,,,,,,
10/4/2020,45,78,123,,"26,938","51,940","78,878",,,,,,,,,,,,
10/5/2020,28,68,96,,"26,966","52,008","78,974",,,,,,,,,,,,
10/6/2020,28,64,92,,"26,994","52,072","79,066",,,,,,,,,,,,
10/7/2020,44,40,84,,"27,038","52,112","79,150",,,,,,,,,,,,
10/8/2020,-37,-66,-103,,"27,001","52,046","79,047",,,,,,,,,,,,
10/9/2020,15,-40,-25,,"27,016","52,006","79,022",,,,,,,,,,,,
10/10/2020,29,12,41,,"27,045","52,018","79,063",,,,,,,,,,,,
10/11/2020,60,83,143,,"27,105","52,101","79,206",,,,,,,,,,,,
10/12/2020,62,89,151,,"27,167","52,190","79,357",,,,,,,,,,,,
10/13/2020,47,61,108,,"27,214","52,251","79,465",,,,,,,,,,,,
10/14/2020,25,20,45,,"27,239","52,271","79,510",,,,,,,,,,,,
10/15/2020,18,11,29,,"27,257","52,282","79,539",,,,,,,,,,,,
10/16/2020,16,-5,11,,"27,273","52,277","79,550",,,,,,,,,,,,
10/17/2020,-5,-95,-100,,"27,268","52,182","79,450",,,,,,,,,,,,
10/18/2020,75,44,119,,"27,343","52,226","79,569",,,,,,,,,,,,
10/19/2020,33,52,85,,"27,376","52,278","79,654",,,,,,,,,,,,
10/20/2020,1,-26,-25,,"27,377","52,252","79,629",,,,,,,,,,,,
10/21/2020,-22,-38,-60,,"27,355","52,214","79,569",,,,,,,,,,,,
10/22/2020,0,-41,-41,,"27,355","52,173","79,528",,,,,,,,,,,,
10/23/2020,-10,16,6,,"27,345","52,189","79,534",,,,,,,,,,,,
10/24/2020,-76,-113,-189,,"27,269","52,076","79,345",,,,,,,,,,,,
10/25/2020,27,24,51,,"27,296","52,100","79,396",,,,,,,,,,,,
10/26/2020,25,18,43,,"27,321","52,118","79,439",,,,,,,,,,,,
10/27/2020,-25,-16,-41,,"27,296","52,102","79,398",,,,,,,,,,,,
10/28/2020,-25,-7,-32,,"27,271","52,095","79,366",,,,,,,,,,,,
10/29/2020,-22,-25,-47,,"27,249","52,070","79,319",,,,,,,,,,,,
10/30/2020,-83,-124,-207,,"27,166","51,946","79,112",,,,,,,,,,,,
10/31/2020,11,12,23,,"27,177","51,958","79,135",,,,,,,,,,,,
11/1/2020,47,65,112,,"27,224","52,023","79,247",,,,,,,,,,,,
11/2/2020,27,32,59,,"27,251","52,055","79,306",,,,,,,,,,,,
11/3/2020,16,15,31,,"27,267","52,070","79,337",,,,,,,,,,,,
11/4/2020,0,-61,-61,,"27,267","52,009","79,276",,,,,,,,,,,,
11/5/2020,-22,-57,-79,,"27,245","51,952","79,197",,,,,,,,,,,,
11/6/2020,-40,-115,-155,,"27,205","51,837","79,042",,,,,,,,,,,,
11/7/2020,-85,-154,-239,,"27,120","51,683","78,803",,,,,,,,,,,,
11/8/2020,52,34,86,,"27,172","51,717","78,889",,,,,,,,,,,,
11/9/2020,26,32,58,,"27,198","51,749","78,947",,,,,,,,,,,,
11/10/2020,20,26,46,,"27,218","51,775","78,993",,,,,,,,,,,,
11/11/2020,2,-37,-35,,"27,220","51,738","78,958",,,,,,,,,,,,
11/12/2020,7,-32,-25,,"27,227","51,706","78,933",,,,,,,,,,,,
11/13/2020,-10,-19,-29,,"27,217","51,687","78,904",,,,,,,,,,,,
11/14/2020,-5,-51,-56,,"27,212","51,636","78,848",,,,,,,,,,,,
11/15/2020,37,10,47,,"27,249","51,646","78,895",,,,,,,,,,,,
11/16/2020,31,14,45,,"27,280","51,660","78,940",,,,,,,,,,,,
11/17/2020,-85,-177,-262,,"27,195","51,483","78,678",,,,,,,,,,,,
11/18/2020,-20,-25,-45,,"27,175","51,458","78,633",,,,,,,,,,,,
11/19/2020,-3,-23,-26,,"27,172","51,435","78,607",,,,,,,,,,,,
11/20/2020,21,-22,-1,,"27,193","51,413","78,606",,,,,,,,,,,,
11/21/2020,-46,-156,-202,,"27,147","51,257","78,404",,,,,,,,,,,,
11/22/2020,55,12,67,,"27,202","51,269","78,471",,,,,,,,,,,,
11/23/2020,14,25,39,,"27,216","51,294","78,510",,,,,,,,,,,,
11/24/2020,-13,-42,-55,,"27,203","51,252","78,455",,,,,,,,,,,,
11/25/2020,-13,-50,-63,,"27,190","51,202","78,392",,,,,,,,,,,,
11/26/2020,-21,-64,-85,,"27,169","51,138","78,307",,,,,,,,,,,,
11/27/2020,-96,-171,-267,,"27,073","50,967","78,040",,,,,,,,,,,,
11/28/2020,-26,-38,-64,,"27,047","50,929","77,976",,,,,,,,,,,,
11/29/2020,13,7,20,,"27,060","50,936","77,996",,,,,,,,,,,,
11/30/2020,21,15,36,,"27,081","50,951","78,032",,,,,,,,,,,,
12/1/2020,-26,-23,-49,,"27,055","50,928","77,983",,,,,,,,,,,,
12/2/2020,-28,-50,-78,,"27,027","50,878","77,905",,,,,,,,,,,,
12/3/2020,-17,-40,-57,,"27,010","50,838","77,848",,,,,,,,,,,,
