Date,Altas nuevos usuarios activos ab. anual sin ttp,Altas nuevos usuarios activos ab. anual con ttp,Altas nuevos usuarios activos ab. anual total,,Usuarios activos ab. anual sin ttp acumulado desde inicio,Usuarios activos ab. anual con ttp acumulado desde inicio,Usuarios activos ab. anual total acumulado desde inicio,,,,,,,,,,,,
12/4/2020,-65,-121,-186,,"26,945","50,717","77,662",,,,,,,,,,,,
12/5/2020,-9,-22,-31,,"26,936","50,695","77,631",,,,,,,,,,,,
12/6/2020,20,23,43,,"26,956","50,718","77,674",,,,,,,,,,,,
12/7/2020,22,8,30,,"26,978","50,726","77,704",,,,,,,,,,,,
12/8/2020,33,17,50,,"27,011","50,743","77,754",,,,,,,,,,,,
12/9/2020,19,20,39,,"27,030","50,763","77,793",,,,,,,,,,,,
12/10/2020,-5,-26,-31,,"27,025","50,737","77,762",,,,,,,,,,,,
12/11/2020,-8,-20,-28,,"27,017","50,717","77,734",,,,,,,,,,,,
12/12/2020,-14,-33,-47,,"27,003","50,684","77,687",,,,,,,,,,,,
12/13/2020,15,32,47,,"27,018","50,716","77,734",,,,,,,,,,,,
12/14/2020,20,31,51,,"27,038","50,747","77,785",,,,,,,,,,,,
12/15/2020,-44,-87,-131,,"26,994","50,660","77,654",,,,,,,,,,,,
12/16/2020,9,-1,8,,"27,003","50,659","77,662",,,,,,,,,,,,
12/17/2020,13,-22,-9,,"27,016","50,637","77,653",,,,,,,,,,,,
12/18/2020,7,-6,1,,"27,023","50,631","77,654",,,,,,,,,,,,
12/19/2020,-16,-17,-33,,"27,007","50,614","77,621",,,,,,,,,,,,
12/20/2020,19,14,33,,"27,026","50,628","77,654",,,,,,,,,,,,
12/21/2020,15,15,30,,"27,041","50,643","77,684",,,,,,,,,,,,
12/22/2020,-54,-100,-154,,"26,987","50,543","77,530",,,,,,,,,,,,
12/23/2020,-7,-22,-29,,"26,980","50,521","77,501",,,,,,,,,,,,
12/24/2020,3,-11,-8,,"26,983","50,510","77,493",,,,,,,,,,,,
12/25/2020,-47,-52,-99,,"26,936","50,458","77,394",,,,,,,,,,,,
12/26/2020,30,26,56,,"26,966","50,484","77,450",,,,,,,,,,,,
12/27/2020,11,13,24,,"26,977","50,497","77,474",,,,,,,,,,,,
12/28/2020,24,16,40,,"27,001","50,513","77,514",,,,,,,,,,,,
12/29/2020,4,-1,3,,"27,005","50,512","77,517",,,,,,,,,,,,
12/30/2020,-10,-24,-34,,"26,995","50,488","77,483",,,,,,,,,,,,
12/31/2020,0,-20,-20,,"26,995","50,468","77,463",,,,,,,,,,,,
1/1/2021,4,-4,0,,"26,999","50,464","77,463",,,,,,,,,,,,
1/2/2021,27,22,49,,"27,026","50,486","77,512",,,,,,,,,,,,
1/3/2021,29,23,52,,"27,055","50,509","77,564",,,,,,,,,,,,
1/4/2021,16,25,41,,"27,071","50,534","77,605",,,,,,,,,,,,
1/5/2021,-36,-66,-102,,"27,035","50,468","77,503",,,,,,,,,,,,
1/6/2021,3,-3,0,,"27,038","50,465","77,503",,,,,,,,,,,,
1/7/2021,9,5,14,,"27,047","50,470","77,517",,,,,,,,,,,,
1/8/2021,-12,-21,-33,,"27,035","50,449","77,484",,,,,,,,,,,,
1/9/2021,-24,-27,-51,,"27,011","50,422","77,433",,,,,,,,,,,,
1/10/2021,8,3,11,,"27,019","50,425","77,444",,,,,,,,,,,,
1/11/2021,7,-14,-7,,"27,026","50,411","77,437",,,,,,,,,,,,
1/12/2021,-49,-69,-118,,"26,977","50,342","77,319",,,,,,,,,,,,
1/13/2021,-26,-27,-53,,"26,951","50,315","77,266",,,,,,,,,,,,
1/14/2021,-9,-19,-28,,"26,942","50,296","77,238",,,,,,,,,,,,
1/15/2021,-13,-33,-46,,"26,929","50,263","77,192",,,,,,,,,,,,
1/16/2021,-33,-54,-87,,"26,896","50,209","77,105",,,,,,,,,,,,
1/17/2021,7,8,15,,"26,903","50,217","77,120",,,,,,,,,,,,
1/18/2021,6,-3,3,,"26,909","50,214","77,123",,,,,,,,,,,,
1/19/2021,-4,-25,-29,,"26,905","50,189","77,094",,,,,,,,,,,,
1/20/2021,-22,-16,-38,,"26,883","50,173","77,056",,,,,,,,,,,,
1/21/2021,-7,-15,-22,,"26,876","50,158","77,034",,,,,,,,,,,,
1/22/2021,-19,-46,-65,,"26,857","50,112","76,969",,,,,,,,,,,,
1/23/2021,-1,-5,-6,,"26,856","50,107","76,963",,,,,,,,,,,,
1/24/2021,14,15,29,,"26,870","50,122","76,992",,,,,,,,,,,,
1/25/2021,41,11,52,,"26,911","50,133","77,044",,,,,,,,,,,,
1/26/2021,13,-24,-11,,"26,924","50,109","77,033",,,,,,,,,,,,
1/27/2021,0,7,7,,"26,924","50,116","77,040",,,,,,,,,,,,
1/28/2021,4,9,13,,"26,928","50,125","77,053",,,,,,,,,,,,
1/29/2021,-10,-26,-36,,"26,918","50,099","77,017",,,,,,,,,,,,
1/30/2021,15,12,27,,"26,933","50,111","77,044",,,,,,,,,,,,
1/31/2021,26,40,66,,"26,959","50,151","77,110",,,,,,,,,,,,
2/1/2021,16,17,33,,"26,975","50,168","77,143",,,,,,,,,,,,
2/2/2021,-2,-9,-11,,"26,973","50,159","77,132",,,,,,,,,,,,
2/3/2021,20,17,37,,"26,993","50,176","77,169",,,,,,,,,,,,
2/4/2021,-11,-6,-17,,"26,982","50,170","77,152",,,,,,,,,,,,
2/5/2021,-3,-17,-20,,"26,979","50,153","77,132",,,,,,,,,,,,
2/6/2021,19,5,24,,"26,998","50,158","77,156",,,,,,,,,,,,
2/7/2021,33,57,90,,"27,031","50,215","77,246",,,,,,,,,,,,
2/8/2021,11,16,27,,"27,042","50,231","77,273",,,,,,,,,,,,
2/9/2021,-2,5,3,,"27,040","50,236","77,276",,,,,,,,,,,,
2/10/2021,9,23,32,,"27,049","50,259","77,308",,,,,,,,,,,,
2/11/2021,7,5,12,,"27,056","50,264","77,320",,,,,,,,,,,,
2/12/2021,-9,0,-9,,"27,047","50,264","77,311",,,,,,,,,,,,
2/13/2021,45,42,87,,"27,092","50,306","77,398",,,,,,,,,,,,
2/14/2021,47,44,91,,"27,139","50,350","77,489",,,,,,,,,,,,
2/15/2021,17,28,45,,"27,156","50,378","77,534",,,,,,,,,,,,
2/16/2021,15,25,40,,"27,171","50,403","77,574",,,,,,,,,,,,
2/17/2021,13,12,25,,"27,184","50,415","77,599",,,,,,,,,,,,
2/18/2021,20,19,39,,"27,204","50,434","77,638",,,,,,,,,,,,
2/19/2021,-2,10,8,,"27,202","50,444","77,646",,,,,,,,,,,,
2/20/2021,35,22,57,,"27,237","50,466","77,703",,,,,,,,,,,,
2/21/2021,11,10,21,,"27,248","50,476","77,724",,,,,,,,,,,,
2/22/2021,23,13,36,,"27,271","50,489","77,760",,,,,,,,,,,,
2/23/2021,20,2,22,,"27,291","50,491","77,782",,,,,,,,,,,,
2/24/2021,12,-11,1,,"27,303","50,480","77,783",,,,,,,,,,,,
2/25/2021,14,0,14,,"27,317","50,480","77,797",,,,,,,,,,,,
2/26/2021,12,-21,-9,,"27,329","50,459","77,788",,,,,,,,,,,,
2/27/2021,49,26,75,,"27,378","50,485","77,863",,,,,,,,,,,,
2/28/2021,33,30,63,,"27,411","50,515","77,926",,,,,,,,,,,,
3/1/2021,36,18,54,,"27,447","50,533","77,980",,,,,,,,,,,,
3/2/2021,-8,-25,-33,,"27,439","50,508","77,947",,,,,,,,,,,,
3/3/2021,0,-4,-4,,"27,439","50,504","77,943",,,,,,,,,,,,
3/4/2021,13,11,24,,"27,452","50,515","77,967",,,,,,,,,,,,
3/5/2021,-16,-27,-43,,"27,436","50,488","77,924",,,,,,,,,,,,
3/6/2021,21,18,39,,"27,457","50,506","77,963",,,,,,,,,,,,
3/7/2021,26,46,72,,"27,483","50,552","78,035",,,,,,,,,,,,
3/8/2021,22,4,26,,"27,505","50,556","78,061",,,,,,,,,,,,
3/9/2021,7,4,11,,"27,512","50,560","78,072",,,,,,,,,,,,
3/10/2021,3,-9,-6,,"27,515","50,551","78,066",,,,,,,,,,,,
3/11/2021,13,6,19,,"27,528","50,557","78,085",,,,,,,,,,,,
3/12/2021,-19,-31,-50,,"27,509","50,526","78,035",,,,,,,,,,,,
3/13/2021,29,34,63,,"27,538","50,560","78,098",,,,,,,,,,,,
3/14/2021,44,42,86,,"27,582","50,602","78,184",,,,,,,,,,,,
3/15/2021,20,19,39,,"27,602","50,621","78,223",,,,,,,,,,,,
3/16/2021,11,13,24,,"27,613","50,634","78,247",,,,,,,,,,,,
3/17/2021,6,26,32,,"27,619","50,660","78,279",,,,,,,,,,,,
3/18/2021,10,2,12,,"27,629","50,662","78,291",,,,,,,,,,,,
3/19/2021,-7,-22,-29,,"27,622","50,640","78,262",,,,,,,,,,,,
3/20/2021,29,20,49,,"27,651","50,660","78,311",,,,,,,,,,,,
3/21/2021,33,39,72,,"27,684","50,699","78,383",,,,,,,,,,,,
3/22/2021,16,3,19,,"27,700","50,702","78,402",,,,,,,,,,,,
3/23/2021,10,15,25,,"27,710","50,717","78,427",,,,,,,,,,,,
3/24/2021,7,4,11,,"27,717","50,721","78,438",,,,,,,,,,,,
3/25/2021,2,-1,1,,"27,719","50,720","78,439",,,,,,,,,,,,
3/26/2021,15,1,16,,"27,734","50,721","78,455",,,,,,,,,,,,
3/27/2021,33,-38,-5,,"27,767","50,683","78,450",,,,,,,,,,,,
3/28/2021,80,17,97,,"27,847","50,700","78,547",,,,,,,,,,,,
3/29/2021,33,13,46,,"27,880","50,713","78,593",,,,,,,,,,,,
3/30/2021,6,12,18,,"27,886","50,725","78,611",,,,,,,,,,,,
3/31/2021,26,6,32,,"27,912","50,731","78,643",,,,,,,,,,,,
4/1/2021,42,41,83,,"27,954","50,772","78,726",,,,,,,,,,,,
4/2/2021,19,18,37,,"27,973","50,790","78,763",,,,,,,,,,,,
4/3/2021,39,26,65,,"28,012","50,816","78,828",,,,,,,,,,,,
4/4/2021,65,54,119,,"28,077","50,870","78,947",,,,,,,,,,,,
4/5/2021,32,52,84,,"28,109","50,922","79,031",,,,,,,,,,,,
4/6/2021,-1,-48,-49,,"28,108","50,874","78,982",,,,,,,,,,,,
4/7/2021,18,3,21,,"28,126","50,877","79,003",,,,,,,,,,,,
4/8/2021,32,-5,27,,"28,158","50,872","79,030",,,,,,,,,,,,
4/9/2021,28,-6,22,,"28,186","50,866","79,052",,,,,,,,,,,,
4/10/2021,17,9,26,,"28,203","50,875","79,078",,,,,,,,,,,,
4/11/2021,27,33,60,,"28,230","50,908","79,138",,,,,,,,,,,,
4/12/2021,28,26,54,,"28,258","50,934","79,192",,,,,,,,,,,,
4/13/2021,0,-55,-55,,"28,258","50,879","79,137",,,,,,,,,,,,
4/14/2021,28,-9,19,,"28,286","50,870","79,156",,,,,,,,,,,,
4/15/2021,10,-12,-2,,"28,296","50,858","79,154",,,,,,,,,,,,
4/16/2021,-25,-76,-101,,"28,271","50,782","79,053",,,,,,,,,,,,
4/17/2021,38,18,56,,"28,309","50,800","79,109",,,,,,,,,,,,
4/18/2021,35,61,96,,"28,344","50,861","79,205",,,,,,,,,,,,
4/19/2021,21,16,37,,"28,365","50,877","79,242",,,,,,,,,,,,
4/20/2021,11,-9,2,,"28,376","50,868","79,244",,,,,,,,,,,,
4/21/2021,18,-10,8,,"28,394","50,858","79,252",,,,,,,,,,,,
4/22/2021,17,-20,-3,,"28,411","50,838","79,249",,,,,,,,,,,,
4/23/2021,-8,-48,-56,,"28,403","50,790","79,193",,,,,,,,,,,,
4/24/2021,26,-4,22,,"28,429","50,786","79,215",,,,,,,,,,,,
4/25/2021,17,-13,4,,"28,446","50,773","79,219",,,,,,,,,,,,
4/26/2021,28,-3,25,,"28,474","50,770","79,244",,,,,,,,,,,,
4/27/2021,4,-9,-5,,"28,478","50,761","79,239",,,,,,,,,,,,
4/28/2021,3,3,6,,"28,481","50,764","79,245",,,,,,,,,,,,
4/29/2021,3,-22,-19,,"28,484","50,742","79,226",,,,,,,,,,,,
4/30/2021,-14,-72,-86,,"28,470","50,670","79,140",,,,,,,,,,,,
5/1/2021,15,10,25,,"28,485","50,680","79,165",,,,,,,,,,,,
5/2/2021,53,47,100,,"28,538","50,727","79,265",,,,,,,,,,,,
5/3/2021,69,35,104,,"28,607","50,762","79,369",,,,,,,,,,,,
5/4/2021,108,8,116,,"28,715","50,770","79,485",,,,,,,,,,,,
5/5/2021,57,-88,-31,,"28,772","50,682","79,454",,,,,,,,,,,,
5/6/2021,43,-71,-28,,"28,815","50,611","79,426",,,,,,,,,,,,
5/7/2021,61,-49,12,,"28,876","50,562","79,438",,,,,,,,,,,,
5/8/2021,5,-163,-158,,"28,881","50,399","79,280",,,,,,,,,,,,
5/9/2021,79,-30,49,,"28,960","50,369","79,329",,,,,,,,,,,,
5/10/2021,136,-47,89,,"29,096","50,322","79,418",,,,,,,,,,,,
5/11/2021,91,-163,-72,,"29,187","50,159","79,346",,,,,,,,,,,,
5/12/2021,-425,-837,"-1,262",,"28,762","49,322","78,084",,,,,,,,,,,,
5/13/2021,-5,-119,-124,,"28,757","49,203","77,960",,,,,,,,,,,,
5/14/2021,7,-50,-43,,"28,764","49,153","77,917",,,,,,,,,,,,
5/15/2021,-97,-307,-404,,"28,667","48,846","77,513",,,,,,,,,,,,
5/16/2021,85,10,95,,"28,752","48,856","77,608",,,,,,,,,,,,
5/17/2021,634,786,"1,420",,"29,386","49,642","79,028",,,,,,,,,,,,
5/18/2021,40,-164,-124,,"29,426","49,478","78,904",,,,,,,,,,,,
5/19/2021,75,-187,-112,,"29,501","49,291","78,792",,,,,,,,,,,,
5/20/2021,15,-176,-161,,"29,516","49,115","78,631",,,,,,,,,,,,
5/21/2021,11,-327,-316,,"29,527","48,788","78,315",,,,,,,,,,,,
5/22/2021,86,-81,5,,"29,613","48,707","78,320",,,,,,,,,,,,
5/23/2021,57,-71,-14,,"29,670","48,636","78,306",,,,,,,,,,,,
5/24/2021,100,0,100,,"29,770","48,636","78,406",,,,,,,,,,,,
5/25/2021,64,-70,-6,,"29,834","48,566","78,400",,,,,,,,,,,,
5/26/2021,34,-93,-59,,"29,868","48,473","78,341",,,,,,,,,,,,
5/27/2021,-12,-80,-92,,"29,856","48,393","78,249",,,,,,,,,,,,
5/28/2021,36,31,67,,"29,892","48,424","78,316",,,,,,,,,,,,
5/29/2021,52,42,94,,"29,944","48,466","78,410",,,,,,,,,,,,
5/30/2021,51,32,83,,"29,995","48,498","78,493",,,,,,,,,,,,
5/31/2021,92,25,117,,"30,087","48,523","78,610",,,,,,,,,,,,
6/1/2021,34,-18,16,,"30,121","48,505","78,626",,,,,,,,,,,,
6/2/2021,-179,-677,-856,,"29,942","47,828","77,770",,,,,,,,,,,,
6/3/2021,70,23,93,,"30,012","47,851","77,863",,,,,,,,,,,,
6/4/2021,108,-447,-339,,"30,120","47,404","77,524",,,,,,,,,,,,
6/5/2021,156,203,359,,"30,276","47,607","77,883",,,,,,,,,,,,
6/6/2021,-208,-519,-727,,"30,068","47,088","77,156",,,,,,,,,,,,
6/7/2021,212,115,327,,"30,280","47,203","77,483",,,,,,,,,,,,
6/8/2021,36,-145,-109,,"30,316","47,058","77,374",,,,,,,,,,,,
6/9/2021,183,452,635,,"30,499","47,510","78,009",,,,,,,,,,,,
6/10/2021,-162,-547,-709,,"30,337","46,963","77,300",,,,,,,,,,,,
6/11/2021,-45,-201,-246,,"30,292","46,762","77,054",,,,,,,,,,,,
6/12/2021,-403,-791,"-1,194",,"29,889","45,971","75,860",,,,,,,,,,,,
6/13/2021,43,25,68,,"29,932","45,996","75,928",,,,,,,,,,,,
6/14/2021,66,34,100,,"29,998","46,030","76,028",,,,,,,,,,,,
6/15/2021,28,-90,-62,,"30,026","45,940","75,966",,,,,,,,,,,,
6/16/2021,5,-78,-73,,"30,031","45,862","75,893",,,,,,,,,,,,
6/17/2021,2,-64,-62,,"30,033","45,798","75,831",,,,,,,,,,,,
6/18/2021,-42,-222,-264,,"29,991","45,576","75,567",,,,,,,,,,,,
6/19/2021,17,-64,-47,,"30,008","45,512","75,520",,,,,,,,,,,,
6/20/2021,39,9,48,,"30,047","45,521","75,568",,,,,,,,,,,,
6/21/2021,38,-8,30,,"30,085","45,513","75,598",,,,,,,,,,,,
6/22/2021,20,-96,-76,,"30,105","45,417","75,522",,,,,,,,,,,,
6/23/2021,-2,-111,-113,,"30,103","45,306","75,409",,,,,,,,,,,,
6/24/2021,5,-61,-56,,"30,108","45,245","75,353",,,,,,,,,,,,
6/25/2021,-43,-240,-283,,"30,065","45,005","75,070",,,,,,,,,,,,
6/26/2021,8,-64,-56,,"30,073","44,941","75,014",,,,,,,,,,,,
6/27/2021,34,5,39,,"30,107","44,946","75,053",,,,,,,,,,,,
6/28/2021,42,24,66,,"30,149","44,970","75,119",,,,,,,,,,,,
6/29/2021,11,-54,-43,,"30,160","44,916","75,076",,,,,,,,,,,,
6/30/2021,2,-62,-60,,"30,162","44,854","75,016",,,,,,,,,,,,
7/1/2021,8,-22,-14,,"30,170","44,832","75,002",,,,,,,,,,,,
7/2/2021,-57,-205,-262,,"30,113","44,627","74,740",,,,,,,,,,,,
7/3/2021,17,-43,-26,,"30,130","44,584","74,714",,,,,,,,,,,,
7/4/2021,24,19,43,,"30,154","44,603","74,757",,,,,,,,,,,,
7/5/2021,50,7,57,,"30,204","44,610","74,814",,,,,,,,,,,,
7/6/2021,-12,-54,-66,,"30,192","44,556","74,748",,,,,,,,,,,,
7/7/2021,18,-59,-41,,"30,210","44,497","74,707",,,,,,,,,,,,
7/8/2021,10,-43,-33,,"30,220","44,454","74,674",,,,,,,,,,,,
7/9/2021,-60,-181,-241,,"30,160","44,273","74,433",,,,,,,,,,,,
7/10/2021,-2,-26,-28,,"30,158","44,247","74,405",,,,,,,,,,,,
7/11/2021,24,0,24,,"30,182","44,247","74,429",,,,,,,,,,,,
7/12/2021,22,21,43,,"30,204","44,268","74,472",,,,,,,,,,,,
7/13/2021,-5,-38,-43,,"30,199","44,230","74,429",,,,,,,,,,,,
7/14/2021,-5,-38,-43,,"30,194","44,192","74,386",,,,,,,,,,,,
7/15/2021,-8,-40,-48,,"30,186","44,152","74,338",,,,,,,,,,,,
7/16/2021,-52,-125,-177,,"30,134","44,027","74,161",,,,,,,,,,,,
7/17/2021,-6,-35,-41,,"30,128","43,992","74,120",,,,,,,,,,,,
7/18/2021,26,13,39,,"30,154","44,005","74,159",,,,,,,,,,,,
7/19/2021,24,10,34,,"30,178","44,015","74,193",,,,,,,,,,,,
7/20/2021,4,-35,-31,,"30,182","43,980","74,162",,,,,,,,,,,,
7/21/2021,10,-23,-13,,"30,192","43,957","74,149",,,,,,,,,,,,
7/22/2021,3,-32,-29,,"30,195","43,925","74,120",,,,,,,,,,,,
7/23/2021,-48,-113,-161,,"30,147","43,812","73,959",,,,,,,,,,,,
7/24/2021,2,-25,-23,,"30,149","43,787","73,936",,,,,,,,,,,,
7/25/2021,22,12,34,,"30,171","43,799","73,970",,,,,,,,,,,,
7/26/2021,4,-1,3,,"30,175","43,798","73,973",,,,,,,,,,,,
7/27/2021,3,-28,-25,,"30,178","43,770","73,948",,,,,,,,,,,,
7/28/2021,-8,-33,-41,,"30,170","43,737","73,907",,,,,,,,,,,,
7/29/2021,-5,-33,-38,,"30,165","43,704","73,869",,,,,,,,,,,,
7/30/2021,-53,-139,-192,,"30,112","43,565","73,677",,,,,,,,,,,,
7/31/2021,15,-24,-9,,"30,127","43,541","73,668",,,,,,,,,,,,
8/1/2021,23,0,23,,"30,150","43,541","73,691",,,,,,,,,,,,
8/2/2021,27,18,45,,"30,177","43,559","73,736",,,,,,,,,,,,
8/3/2021,3,-33,-30,,"30,180","43,526","73,706",,,,,,,,,,,,
8/4/2021,-5,-34,-39,,"30,175","43,492","73,667",,,,,,,,,,,,
8/5/2021,12,-30,-18,,"30,187","43,462","73,649",,,,,,,,,,,,
8/6/2021,-23,-98,-121,,"30,164","43,364","73,528",,,,,,,,,,,,
8/7/2021,-1,-14,-15,,"30,163","43,350","73,513",,,,,,,,,,,,
8/8/2021,19,5,24,,"30,182","43,355","73,537",,,,,,,,,,,,
8/9/2021,15,21,36,,"30,197","43,376","73,573",,,,,,,,,,,,
8/10/2021,-21,-21,-42,,"30,176","43,355","73,531",,,,,,,,,,,,
8/11/2021,-14,-10,-24,,"30,162","43,345","73,507",,,,,,,,,,,,
8/12/2021,2,-27,-25,,"30,164","43,318","73,482",,,,,,,,,,,,
8/13/2021,-28,-78,-106,,"30,136","43,240","73,376",,,,,,,,,,,,
8/14/2021,2,-35,-33,,"30,138","43,205","73,343",,,,,,,,,,,,
8/15/2021,0,1,1,,"30,138","43,206","73,344",,,,,,,,,,,,
8/16/2021,-3,12,9,,"30,135","43,218","73,353",,,,,,,,,,,,
8/17/2021,-19,-39,-58,,"30,116","43,179","73,295",,,,,,,,,,,,
8/18/2021,-12,-37,-49,,"30,104","43,142","73,246",,,,,,,,,,,,
8/19/2021,-24,-36,-60,,"30,080","43,106","73,186",,,,,,,,,,,,
8/20/2021,-41,-91,-132,,"30,039","43,015","73,054",,,,,,,,,,,,
8/21/2021,-21,-21,-42,,"30,018","42,994","73,012",,,,,,,,,,,,
8/22/2021,7,12,19,,"30,025","43,006","73,031",,,,,,,,,,,,
8/23/2021,14,8,22,,"30,039","43,014","73,053",,,,,,,,,,,,
8/24/2021,-12,-20,-32,,"30,027","42,994","73,021",,,,,,,,,,,,
8/25/2021,12,-13,-1,,"30,039","42,981","73,020",,,,,,,,,,,,
8/26/2021,-39,-41,-80,,"30,000","42,940","72,940",,,,,,,,,,,,
8/27/2021,-50,-72,-122,,"29,950","42,868","72,818",,,,,,,,,,,,
8/28/2021,-10,0,-10,,"29,940","42,868","72,808",,,,,,,,,,,,
8/29/2021,2,47,49,,"29,942","42,915","72,857",,,,,,,,,,,,
8/30/2021,7,52,59,,"29,949","42,967","72,916",,,,,,,,,,,,
8/31/2021,-47,18,-29,,"29,902","42,985","72,887",,,,,,,,,,,,
9/1/2021,-26,20,-6,,"29,876","43,005","72,881",,,,,,,,,,,,
9/2/2021,-11,31,20,,"29,865","43,036","72,901",,,,,,,,,,,,
9/3/2021,-97,-53,-150,,"29,768","42,983","72,751",,,,,,,,,,,,
9/4/2021,-21,-28,-49,,"29,747","42,955","72,702",,,,,,,,,,,,
9/5/2021,34,41,75,,"29,781","42,996","72,777",,,,,,,,,,,,
9/6/2021,19,49,68,,"29,800","43,045","72,845",,,,,,,,,,,,
9/7/2021,15,13,28,,"29,815","43,058","72,873",,,,,,,,,,,,
9/8/2021,-2,15,13,,"29,813","43,073","72,886",,,,,,,,,,,,
9/9/2021,-4,6,2,,"29,809","43,079","72,888",,,,,,,,,,,,
9/10/2021,-98,-47,-145,,"29,711","43,032","72,743",,,,,,,,,,,,
9/11/2021,-15,0,-15,,"29,696","43,032","72,728",,,,,,,,,,,,
9/12/2021,16,45,61,,"29,712","43,077","72,789",,,,,,,,,,,,
9/13/2021,27,45,72,,"29,739","43,122","72,861",,,,,,,,,,,,
9/14/2021,-46,-47,-93,,"29,693","43,075","72,768",,,,,,,,,,,,
9/15/2021,-7,-25,-32,,"29,686","43,050","72,736",,,,,,,,,,,,
9/16/2021,13,-3,10,,"29,699","43,047","72,746",,,,,,,,,,,,
9/17/2021,-55,-100,-155,,"29,644","42,947","72,591",,,,,,,,,,,,
9/18/2021,-17,-10,-27,,"29,627","42,937","72,564",,,,,,,,,,,,
9/19/2021,7,46,53,,"29,634","42,983","72,617",,,,,,,,,,,,
9/20/2021,11,35,46,,"29,645","43,018","72,663",,,,,,,,,,,,
9/21/2021,-3,-8,-11,,"29,642","43,010","72,652",,,,,,,,,,,,
9/22/2021,-10,-10,-20,,"29,632","43,000","72,632",,,,,,,,,,,,
9/23/2021,0,-7,-7,,"29,632","42,993","72,625",,,,,,,,,,,,
9/24/2021,-72,-75,-147,,"29,560","42,918","72,478",,,,,,,,,,,,
9/25/2021,-23,3,-20,,"29,537","42,921","72,458",,,,,,,,,,,,
9/26/2021,21,33,54,,"29,558","42,954","72,512",,,,,,,,,,,,
9/27/2021,18,37,55,,"29,576","42,991","72,567",,,,,,,,,,,,
9/28/2021,-10,-18,-28,,"29,566","42,973","72,539",,,,,,,,,,,,
9/29/2021,-55,-44,-99,,"29,511","42,929","72,440",,,,,,,,,,,,
9/30/2021,-11,6,-5,,"29,500","42,935","72,435",,,,,,,,,,,,
